
:Author: crane
:Email: crane@crane-pc
:Date: 2017-10-18 19:18

:from http://vim-scripts.org/vim/scripts.html

Type	Name	Description
syntax	sparql.vim	Syntax file for SPARQL query language for RDF
syntax	surrparen	Hilights a pair of parens/braces that surround the cursor
syntax	javascript.vim	javascript highlight
syntax	amifmt.vim	Syntax for AmiFormat
syntax	gnuplot.vim	Syntax highlighting for Gnuplot
syntax	applescript.vim	Syntax highlighting for AppleScript
syntax	vbugle	Highlight possibe security bugs
syntax	sal-syntax	syntax file for the SAL modeling language
syntax	Templeet	Syntax file for templeet
syntax	cf.vim	Syntax file for ColdFusion
syntax	tcl_sqlite.vim	syntax coloring for sqlite inside tcl, extends tcl.vim
syntax	tcl_snit.vim	syntax coloring for snit, extends tcl.vim
syntax	Test.Base-syntax	Test::Base spec syntax hilighting
syntax	Business-Objects-Syntax	Highlighting for Business Objects formulas
syntax	SWIFT-ATE-Syntax	SWIFT ATE files highlighting
syntax	scons.vim	Syntax file for SConscript/SConstruct
syntax	redcode.vim	Redcode '88 '94 and Pspace syntax for Corewars
syntax	C_Epita	Usefull for EPITA students
syntax	DNA-sequence-highlighter	Highlight DNA and RNA sequences
syntax	Drupal-5.0-function-dictionary	Drupal 5.0 function name dictionary for Ctrl-X Ctrl-K completition
syntax	pdf.vim	PDF Syntax Highlighting
syntax	tavi.vim	Syntax highlighting for the WikkiTikkiTavi ('Tavi) wiki engine
syntax	asm8051.vim	Syntax for 8051 Assembly (some IAR specifics)
syntax	proe.vim	Pro/Engineer *.pro syntax
syntax	asmx86_64	Syntax highlighting for x86_64 asm including gcc preprocessor
syntax	ASL	ACPI syntax language
syntax	tikiwiki.vim	TikiWiki syntax highlighting
syntax	cpp.vim	Extends C++ syntax highlighting to STL classes and method names
syntax	JDL-syntax-file	Syntax highlighting for .jdl files (Job Description Language)
syntax	XChat-IRC-Log	Syntax highlighting for X-Chat IRC log files
syntax	liquid.vim	Vim syntax file for Liquid Templates
syntax	x12-syntax	Highlighter for X12 EDI(electronic data interchange) files
syntax	tdl.vim	Vim syntax file for the TreeDL 2.3 language
syntax	SWIG-syntax	Syntax file for SWIG
syntax	phps	colors like .phps
syntax	Access-SQL-Syntax-file	full access syntax highlighting
syntax	Chrome-syntax-script	Syntax script for RemObjects Software's Chrome compiler
syntax	gsl.vim	Syntax file for gsl templates
syntax	tcl.vim	tcl syntax file
syntax	pop11.vim	Syntax highlighting for Pop-11
syntax	warsow.vim	Syntax script for WarSoW player config and HUD files
syntax	octave.vim	Another syntax highlighting file for octave
syntax	myghty.vim	Syntax script for Myghty
syntax	verilog_systemverilog.vim	Extending Verilog syntax highlighting for SystemVerilog
syntax	actionscript.vim	Syntax file for ActionScript
syntax	tcl.vim	Tcl syntax TEST version
syntax	css.vim	CSS compiler file
syntax	systemverilog.vim	SystemVerilog syntax highlighting
syntax	php.vim	PHP Syntax
syntax	abnf	Initial Augmented BNF syntax script
syntax	forth.vim	Syntax highlighting for the Forth programming language
syntax	xul.vim	Support autocompletion (CTRL-XCTRL-U): balises and attributes with XUL files.
syntax	ftpluginada.vim	Filetype plugin for Ada (inactive, replaced by vimscript#1609)
syntax	foxpro.vim	syntax file for MS Foxpro v2.6 for DOS & UNIX
syntax	remind	remind syntax
syntax	txt.vim	Universal syntax script for all txt docs, logs and other types
syntax	FlexWiki-syntax-highlighting	syntax highlighting for FlexWiki wiki
syntax	vbnet.vim	Syntax highlighting for VB.NET
syntax	magic.vim	Syntax highlighting for file's magic
syntax	icalendar.vim	Syntax file for icalendar files
syntax	smcl.vim	vim syntax file for SMCL files
syntax	jbase.vim	Syntax highlighting for jBASE (Pick) Basic
syntax	initng	syntax for initng
syntax	JavaScript-syntax	Better JavaScrirpt syntax support
syntax	jr.vim	jr language syntax script
syntax	django.vim	Syntax highlighting for Django templates
syntax	kid.vim	Syntax file for the Kid templating language
syntax	cvops-aut.vim	Syntax for CVOPS automation language
syntax	muttrc.vim	A syntax file to support the syntax of devel versions of mutt
syntax	maude.vim	Syntax file for the Maude language
syntax	lbnf.vim	LBNF (Labeled Backus Naur Form) syntax file
syntax	syntaxm4.vim	Improved m4.vim
syntax	moin.vim	Syntax file for MoinMoin wiki text
syntax	VCard-syntax	Vcard syntax for vcf file.
syntax	vera.vim	Syntax highlighting for Vera
syntax	Altair-OptiStruct-Syntax	Fixed field formatting (8 field) for Altair OptiStruct
syntax	MoveLine	Moves Lines up or down
syntax	xsl-fo	xsl-fo Syntax
syntax	haml.zip	Haml and Sass syntax, indenting, and ftplugin
syntax	iptables	iptables-save/restore syntax highlighter
syntax	openvpn	OpenVPN configuration syntax highlighter
syntax	jadl.vim	Syntax highlighting for the JIAC Agent Description Language
syntax	avs.vim	syntax for avisynth script files (.avs)
syntax	shorewall.vim	Shorewall syntax highlighting
syntax	OMNeTpp-NED-syntax-file	Syntax file for OMNeT++ NED files
syntax	Processing-Syntax	Syntax description for Processing .pde files
syntax	fish.vim	color syntax for fish
syntax	jay-syntax	Syntax highlighting for jay
syntax	interfaces	A syntax file for /etc/network/interfaces
syntax	syntaxudev.vim	Syntax highlighting for udev.rules
syntax	syntaxuil.vim	Motif/UIL Syntax
syntax	cfengine-log-file-highlighting	Syntax highlighting for cfagent/cfengine log files
syntax	asmh8300	Hitachi H8S, H8/300 assemble language syntax
syntax	syntaxconkyrc.vim	Conky conkyrc syntax highlighting
syntax	HP-41-syntax-file	Syntax highlighting for HP-41 calculator programs
syntax	syntaxada.vim	Syntax Plugin for Ada (inactive, replaced by vimscript#1609)
syntax	verilogams.vim	Highlighting scheme for Verilog-AMS
syntax	Windows-PowerShell-Syntax-Plugin	Syntax coloring, indenting and filetype detection for Windows PowerShell
syntax	ps2vsm	PlayStation2 Vector Unit Assembly syntax
syntax	udvm.vim	highlights files containing assembly for UDVM
syntax	asmM6502.vim	MOS 6502 Assembly syntax
syntax	DataStage-Universe-Basic	Programming language used in Universe DB and DataStage
syntax	rsl.vim	Basic syntax for RSL (droidarena.net).
syntax	form.vim	FORM syntax file
syntax	nasl.vim	small and more automated nasl syntax file
syntax	crontab.vim	Syntax highlight for crontab files
syntax	quantum.vim	quantum syntax file
syntax	Mathematica-Syntax-File	Syntax highlighting file for Mathematica code
syntax	Emacs-outline-mode	Imitates Emacsen
syntax	cstol.vim	Colorizes OASIS CSTOL files
syntax	tmda_filter.vim	colorizes tmda filter files
syntax	pike.vim	pike syntax highlighting
syntax	trt.vim	Test Real Time scripting language for C testing.
syntax	Teradata-syntax	Teradata SQL, BTEQ Commands (Teradata V2R4,V2R5)
syntax	cccs.vim	Syntax file for Clearcase config specs
syntax	swig	SWIG syntax
syntax	Markdown-syntax	Syntax file for Markdown text-to-HTML language
syntax	octave.vim	Syntax highlighting for GNU Octave
syntax	autoit.vim	AutoIt syntax file
syntax	MS-SQL-Server-Syntax	Microsoft SQL Server 2000 T-SQL (Transact-SQL) Syntax
syntax	xhtml.vim	XHTML syntax highlighting
syntax	mathml.vim	MathML syntax highlighting
syntax	DoTagStuff	Syntax Highlight based on tags
syntax	mom.vim	Syntax highlighting for the troff macro package
syntax	Rainbow-Parenthesis	Highlight matching parens in a rainbow of colors
syntax	crontab.freebsd.vim	FreeBSD crontab syntax
syntax	plist.vim	Old-Style ASCII Property List
syntax	monkeyd-configuration-syntax	Syntax highlighting for monkeyd http server configuration files
syntax	OpenGLSL	OpenGL Shading Language syntax script
syntax	cool.vim	Syntax Highlighting for COOL (Classroom Object Oriented Language)
syntax	ProvideX-Syntax	The language blows. But working with it doesn't have to.
syntax	Java-Syntax-and-Folding	Java Syntax & Folding
syntax	bsh.vim	Syntax Highlighting for Shell »bsh«
syntax	c.vim	Extended original c.vim
syntax	vfp8.vim	Visual FoxPro 8 syntax file
syntax	hcc.vim	Syntax for Handel-C
